Co_Ref,Contact_ID,Call_Date,Direction,cc_business_struggles_financial_hardship,cc_dissatisfaction_support,cc_contractor_sentiment,cc_contractor_sentiment_issues_score,cc_pricing_sentiment_impact,cc_refund_discussed,cc_contractor_complained,Analysed_Call
TE4663,623176000000.0,2025-04-03,IN_BOUND,No,No,Satisfied,60,No,No,Yes,1
JY2979,684954000000.0,2025-10-13,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
IK8390,565597000000.0,2024-10-31,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
CP3101,596191000000.0,2025-02-17,IN_BOUND,No,Yes,Neutral,70,Yes,No,Yes,1
SK4223,593975000000.0,2025-01-13,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
CX8692,592450000000.0,2024-12-17,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
RG9730,688423000000.0,2025-11-24,IN_BOUND,No,No,Satisfied,80,Yes,Yes,Yes,1
RL7627,623175000000.0,2025-04-02,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
FR1496,682012000000.0,2025-09-04,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
RU9438,682829000000.0,2025-09-16,IN_BOUND,Yes,No,Satisfied,80,No,No,Yes,1
IB2179,594990000000.0,2025-01-28,IN_BOUND,No,No,Neutral,60,Yes,No,Yes,1
FR9622,684787000000.0,2025-10-10,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
VB7145,690297000000.0,2025-12-17,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
FN4273,596925000000.0,2025-02-27,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
MT8488,625696000000.0,2025-05-09,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
AD1657,683926000000.0,2025-10-01,IN_BOUND,No,No,Satisfied,60,No,No,Yes,1
KV8788,689008000000.0,2025-12-02,IN_BOUND,No,No,Neutral,70,Yes,No,Yes,1
KV8788,689552000000.0,2025-12-09,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
LJ8926,591754000000.0,2024-12-05,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
JF0584,689008000000.0,2025-12-02,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
VJ2417,680144000000.0,2025-08-08,IN_BOUND,No,No,Dissatisfied,60,No,No,Yes,1
NB6071,685632000000.0,2025-10-21,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
YT9113,683926000000.0,2025-10-01,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
BH4446,565090000000.0,2024-10-22,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
ZM2135,686663000000.0,2025-11-04,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
MS1877,677575000000.0,2025-07-04,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
UL1412,686278000000.0,2025-10-30,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
GU1796,687553000000.0,2025-11-14,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
AX7071,688423000000.0,2025-11-24,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
PQ7966,592601000000.0,2024-12-18,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
ME0919,688424000000.0,2025-11-25,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
ZP3956,623304000000.0,2025-04-03,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
CP1165,595925000000.0,2025-02-11,IN_BOUND,No,No,Dissatisfied,60,No,No,Yes,1
CZ0631,565597000000.0,2024-10-31,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
WJ1934,596925000000.0,2025-02-26,IN_BOUND,Yes,No,Neutral,60,Yes,No,Yes,1
LM4362,650532000000.0,2025-05-22,IN_BOUND,No,Yes,Dissatisfied,40,Yes,No,Yes,1
WX5986,593825000000.0,2025-01-10,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
WT0954,565090000000.0,2024-10-22,IN_BOUND,No,Yes,Dissatisfied,40,Yes,No,Yes,1
CT1025,624537000000.0,2025-04-23,IN_BOUND,No,No,Neutral,70,Yes,No,Yes,1
BH4446,565596000000.0,2024-10-30,IN_BOUND,No,No,Neutral,70,Yes,No,Yes,1
DR6638,683106000000.0,2025-09-19,IN_BOUND,Yes,Yes,Neutral,60,Yes,No,Yes,1
UL1412,625696000000.0,2025-05-09,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
VA9806,594294000000.0,2025-01-17,IN_BOUND,No,No,Neutral,60,Yes,No,Yes,1
QL7997,625974000000.0,2025-05-14,IN_BOUND,Yes,Yes,Dissatisfied,40,Yes,No,Yes,1
JP6599,679956000000.0,2025-08-07,OUT_BOUND,No,Yes,Dissatisfied,20,Yes,No,Yes,1
RB6415,682012000000.0,2025-09-04,OUT_BOUND,No,No,Neutral,40,Yes,No,Yes,1
OI3173,685773000000.0,2025-10-22,IN_BOUND,No,No,Dissatisfied,60,Yes,Yes,Yes,1
VL3117,590558000000.0,2024-11-15,IN_BOUND,No,No,Dissatisfied,40,Yes,No,Yes,1
DJ1022,624067000000.0,2025-04-15,IN_BOUND,No,Yes,Dissatisfied,30,Yes,Yes,Yes,1
UI2229,684084000000.0,2025-10-02,IN_BOUND,No,No,Satisfied,85,Yes,No,Yes,1
JK2676,685241000000.0,2025-10-17,IN_BOUND,No,Yes,Dissatisfied,0,Yes,No,Yes,1
OO4282,683926000000.0,2025-10-01,IN_BOUND,Yes,No,Dissatisfied,80,Yes,No,Yes,1
NZ8127,679806000000.0,2025-08-06,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
BZ0132,593696000000.0,2025-01-07,OUT_BOUND,No,No,Satisfied,80,No,No,Yes,1
LN5865,592898000000.0,2024-12-23,IN_BOUND,No,Yes,Neutral,70,No,No,Yes,1
BI4077,565229000000.0,2024-10-25,OUT_BOUND,No,No,Neutral,60,No,No,Yes,1
AJ7496,565091000000.0,2024-10-23,IN_BOUND,No,No,Neutral,80,Yes,No,Yes,1
VF4801,594704000000.0,2025-01-23,OUT_BOUND,Yes,No,Satisfied,80,Yes,No,Yes,1
XK7660,689009000000.0,2025-12-03,OUT_BOUND,No,Yes,Neutral,Not Discussed,No,No,Yes,1
ED9908,593975000000.0,2025-01-13,IN_BOUND,No,Yes,Dissatisfied,40,Yes,No,Yes,1
IW6456,685919000000.0,2025-10-24,OUT_BOUND,No,Yes,Dissatisfied,Not Discussed,No,No,Yes,1
VG5482,681068000000.0,2025-08-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,Yes,1
PN8728,594425000000.0,2025-01-20,OUT_BOUND,No,Yes,Dissatisfied,40,Yes,No,Yes,1
HJ7364,565597000000.0,2024-10-31,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,Yes,1
SM4984,684416000000.0,2025-10-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,Yes,1
UQ0279,680462000000.0,2025-08-13,IN_BOUND,Yes,Yes,Dissatisfied,40,No,No,Yes,1
QZ1214,592601000000.0,2024-12-18,OUT_BOUND,No,No,Neutral,80,No,No,Yes,1
XG3106,689553000000.0,2025-12-10,OUT_BOUND,No,No,Neutral,60,Yes,No,Yes,1
EA0579,593391000000.0,2025-01-03,OUT_BOUND,Yes,No,Neutral,40,Yes,No,Yes,1
PN3948,681421000000.0,2025-08-26,OUT_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
SS5668,687352000000.0,2025-11-11,OUT_BOUND,No,No,Neutral,80,No,No,Yes,1
WA0023,597238000000.0,2025-03-04,OUT_BOUND,No,No,Dissatisfied,20,No,No,Yes,1
KH8848,622283000000.0,2025-03-20,IN_BOUND,No,No,Dissatisfied,70,Yes,No,Yes,1
KW1813,594580000000.0,2025-01-21,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
WD4614,687684000000.0,2025-11-17,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
IR9046,689718000000.0,2025-12-11,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,Yes,1
PB3359,686277000000.0,2025-10-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,Yes,1
KR0116,678858000000.0,2025-07-22,IN_BOUND,No,Yes,Dissatisfied,60,Yes,No,Yes,1
HG1437,593549000000.0,2025-01-06,IN_BOUND,No,No,Neutral,60,Yes,Yes,Yes,1
FU7092,650532000000.0,2025-05-22,IN_BOUND,No,No,Dissatisfied,80,Yes,Yes,Yes,1
NZ8127,679458000000.0,2025-08-01,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
NZ8127,680586000000.0,2025-08-15,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
NZ8127,680753000000.0,2025-08-19,IN_BOUND,No,Yes,Dissatisfied,20,Yes,No,Yes,1
QK8283,565090000000.0,2024-10-22,IN_BOUND,No,No,Dissatisfied,40,Yes,No,Yes,1
LN5865,565228000000.0,2024-10-24,IN_BOUND,No,No,Neutral,60,Yes,No,Yes,1
DA0911,565433000000.0,2024-10-28,IN_BOUND,No,Yes,Dissatisfied,20,Yes,No,Yes,1
XM5508,689008000000.0,2025-12-02,IN_BOUND,No,No,Dissatisfied,40,Yes,No,Yes,1
NZ0631,679457000000.0,2025-07-30,OUT_BOUND,No,No,Neutral,70,No,No,Yes,1
AQ2650,677898000000.0,2025-07-10,IN_BOUND,No,Yes,Dissatisfied,20,Yes,No,Yes,1
AZ4797,565434000000.0,2024-10-29,IN_BOUND,Yes,Yes,Dissatisfied,40,No,No,Yes,1
DX8252,625381000000.0,2025-05-06,OUT_BOUND,No,No,Satisfied,80,No,No,Yes,1
XX6074,589779000000.0,2024-11-04,IN_BOUND,No,No,Neutral,80,Yes,Yes,Yes,1
FU7092,625975000000.0,2025-05-15,IN_BOUND,No,Yes,Satisfied,80,No,No,Yes,1
HO9705,689717000000.0,2025-12-10,OUT_BOUND,No,No,Satisfied,80,Yes,No,Yes,1
EP4517,596363000000.0,2025-02-18,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
QS7817,590736000000.0,2024-11-18,OUT_BOUND,No,No,Neutral,40,No,No,Yes,1
NL7742,539385000000.0,2024-09-24,IN_BOUND,Yes,Yes,Dissatisfied,20,Yes,No,Yes,1
RM1097,688014000000.0,2025-11-19,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
FW0890,652191000000.0,2025-06-17,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
XF6629,591634000000.0,2024-12-04,IN_BOUND,No,No,Dissatisfied,20,No,No,Yes,1
NH9762,592600000000.0,2024-12-17,IN_BOUND,No,Yes,Neutral,60,No,No,Yes,1
ZR3358,593696000000.0,2025-01-07,IN_BOUND,No,Yes,Dissatisfied,60,No,No,Yes,1
TF8347,681247000000.0,2025-08-26,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
RX0223,625224000000.0,2025-05-02,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
YK0850,595926000000.0,2025-02-11,OUT_BOUND,No,No,Neutral,60,No,No,Yes,1
FZ5296,595465000000.0,2025-02-04,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
QB7702,626392000000.0,2025-05-20,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
BZ8980,684557000000.0,2025-10-08,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
YZ1371,625512000000.0,2025-05-07,IN_BOUND,No,Yes,Neutral,80,No,No,Yes,1
LT0618,589928000000.0,2024-11-05,IN_BOUND,No,Yes,Neutral,80,No,No,Yes,1
DD0969,685632000000.0,2025-10-22,IN_BOUND,No,No,Dissatisfied,60,No,No,Yes,1
MI9950,687353000000.0,2025-11-12,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
MI9991,592601000000.0,2024-12-18,IN_BOUND,No,No,Dissatisfied,60,No,No,Yes,1
KK6266,623175000000.0,2025-04-02,IN_BOUND,No,Yes,Dissatisfied,20,No,No,Yes,1
DE1664,689718000000.0,2025-12-11,IN_BOUND,No,No,Dissatisfied,60,No,No,Yes,1
RZ8842,690130000000.0,2025-12-15,IN_BOUND,No,No,Dissatisfied,70,No,No,Yes,1
OB7105,590736000000.0,2024-11-18,IN_BOUND,No,Yes,Dissatisfied,20,No,No,Yes,1
RQ3555,621541000000.0,2025-03-07,OUT_BOUND,No,Yes,Dissatisfied,Not Discussed,No,No,Yes,1
QG4192,595126000000.0,2025-01-30,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
OI3593,595925000000.0,2025-02-10,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
DJ1978,686278000000.0,2025-10-30,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
OR4025,593697000000.0,2025-01-08,IN_BOUND,No,Yes,Satisfied,80,No,No,Yes,1
QK4618,595604000000.0,2025-02-06,IN_BOUND,Yes,Yes,Dissatisfied,20,No,No,Yes,1
IZ3059,685446000000.0,2025-10-20,IN_BOUND,No,Yes,Dissatisfied,20,No,No,Yes,1
PX5143,623304000000.0,2025-04-03,IN_BOUND,No,No,Dissatisfied,20,No,No,Yes,1
BD3970,622725000000.0,2025-03-26,IN_BOUND,No,Yes,Dissatisfied,20,No,No,Yes,1
ED7485,621700000000.0,2025-03-11,IN_BOUND,No,Yes,Neutral,60,No,No,Yes,1
ZC3049,683450000000.0,2025-09-26,OUT_BOUND,No,Yes,Dissatisfied,60,No,No,Yes,1
FM1762,623476000000.0,2025-04-07,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
FW0863,591514000000.0,2024-12-02,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
ED0826,685446000000.0,2025-10-20,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
GE6080,689552000000.0,2025-12-09,IN_BOUND,Yes,No,Dissatisfied,60,Yes,No,Yes,1
XJ3560,625380000000.0,2025-05-06,IN_BOUND,Yes,No,Dissatisfied,40,Yes,No,Yes,1
UW5875,624068000000.0,2025-04-15,IN_BOUND,No,No,Dissatisfied,20,No,No,Yes,1
FM1762,623634000000.0,2025-04-09,IN_BOUND,No,No,Dissatisfied,20,Yes,No,Yes,1
BI5136,622846000000.0,2025-03-28,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
TL9638,690298000000.0,2025-12-18,IN_BOUND,No,No,Dissatisfied,60,No,No,Yes,1
UK0561,591633000000.0,2024-12-03,IN_BOUND,No,Yes,Dissatisfied,30,No,No,Yes,1
JG9038,591633000000.0,2024-12-03,IN_BOUND,No,Yes,Dissatisfied,20,No,No,Yes,1
OL5403,596042000000.0,2025-02-13,IN_BOUND,No,No,Dissatisfied,80,Yes,No,Yes,1
WL4087,689008000000.0,2025-12-02,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
LL1115,691673000000.0,2026-01-06,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
NG6699,594581000000.0,2025-01-21,IN_BOUND,No,No,Dissatisfied,80,Yes,No,Yes,1
LH2984,623775000000.0,2025-04-10,IN_BOUND,No,Yes,Dissatisfied,60,No,No,Yes,1
UQ6376,681422000000.0,2025-08-28,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
LP9622,684417000000.0,2025-10-07,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
OJ6508,596926000000.0,2025-02-27,IN_BOUND,No,No,Neutral,55,No,No,Yes,1
LE9842,687354000000.0,2025-11-12,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
UA9777,687353000000.0,2025-11-12,IN_BOUND,Yes,Yes,Neutral,50,No,No,Yes,1
WT2346,680753000000.0,2025-08-19,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
IN0502,684955000000.0,2025-10-14,OUT_BOUND,No,No,Neutral,70,No,No,Yes,1
DN4852,686481000000.0,2025-10-31,OUT_BOUND,No,Yes,Neutral,60,No,No,Yes,1
FR5182,687553000000.0,2025-11-13,IN_BOUND,No,Yes,Neutral,60,No,No,Yes,1
DA9638,678859000000.0,2025-07-23,IN_BOUND,No,Yes,Neutral,80,No,No,Yes,1
FW0890,683260000000.0,2025-09-22,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
FW0890,683582000000.0,2025-09-29,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
BR4101,685446000000.0,2025-10-20,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
XU3081,688704000000.0,2025-11-28,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
LN4581,685632000000.0,2025-10-22,IN_BOUND,Yes,No,Neutral,80,No,No,Yes,1
FC7866,676791000000.0,2025-06-25,OUT_BOUND,No,Yes,Neutral,80,No,No,Yes,1
MX5143,678203000000.0,2025-07-14,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
IB4428,595605000000.0,2025-02-07,OUT_BOUND,No,No,Satisfied,80,No,No,Yes,1
AK9792,591514000000.0,2024-12-02,OUT_BOUND,No,No,Neutral,60,No,No,Yes,1
KZ9733,688424000000.0,2025-11-25,OUT_BOUND,No,Yes,Dissatisfied,20,No,No,Yes,1
JC0796,690437000000.0,2025-12-19,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
UC1131,683926000000.0,2025-10-01,OUT_BOUND,No,No,Neutral,60,No,No,Yes,1
EL7534,681750000000.0,2025-09-01,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
AV2432,564895000000.0,2024-10-21,IN_BOUND,No,No,Dissatisfied,20,No,No,Yes,1
GM5295,651142000000.0,2025-06-02,OUT_BOUND,Yes,Yes,Dissatisfied,20,Yes,No,Yes,1
LU9822,591234000000.0,2024-11-26,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
PN9206,690632000000.0,2025-12-22,OUT_BOUND,No,No,Satisfied,80,No,No,Yes,1
KL5624,592748000000.0,2024-12-20,OUT_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
LP5675,621824000000.0,2025-03-12,IN_BOUND,No,No,Dissatisfied,30,No,No,Yes,1
OQ5349,624536000000.0,2025-04-22,OUT_BOUND,No,No,Neutral,40,No,No,Yes,1
RJ3382,591234000000.0,2024-11-26,IN_BOUND,No,No,Neutral,80,Yes,No,Yes,1
KD6993,676943000000.0,2025-06-26,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
PL1664,684417000000.0,2025-10-07,IN_BOUND,No,No,Dissatisfied,20,No,No,Yes,1
NT2067,679805000000.0,2025-08-04,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
IC4607,688586000000.0,2025-11-27,IN_BOUND,No,Yes,Neutral,70,No,No,Yes,1
RD5383,687159000000.0,2025-11-10,IN_BOUND,No,No,Neutral,65,No,No,Yes,1
DB4087,621824000000.0,2025-03-12,OUT_BOUND,No,Yes,Neutral,60,No,No,Yes,1
BM2697,596778000000.0,2025-02-25,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
LL3761,624838000000.0,2025-04-28,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
WA4199,688888000000.0,2025-12-01,IN_BOUND,Yes,No,Dissatisfied,60,Yes,Yes,Yes,1
SO8851,686663000000.0,2025-11-03,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
XF8241,595746000000.0,2025-02-10,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
GZ9194,593390000000.0,2025-01-02,IN_BOUND,No,No,Satisfied,80,Yes,No,Yes,1
CH9143,691479000000.0,2026-01-05,IN_BOUND,No,No,Neutral,80,Yes,Yes,Yes,1
QF8723,622409000000.0,2025-03-21,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
EC4793,564070000000.0,2024-10-04,IN_BOUND,No,No,Dissatisfied,60,Yes,No,Yes,1
SW6054,678698000000.0,2025-07-21,OUT_BOUND,No,Yes,Dissatisfied,40,Yes,No,Yes,1
MP4544,686481000000.0,2025-10-31,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
VJ9226,688889000000.0,2025-12-01,OUT_BOUND,No,No,Neutral,60,Yes,No,Yes,1
RZ1574,684787000000.0,2025-10-10,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
ME3073,687353000000.0,2025-11-12,IN_BOUND,No,No,Dissatisfied,20,Yes,No,Yes,1
BV3594,565091000000.0,2024-10-23,IN_BOUND,No,No,Neutral,80,Yes,No,Yes,1
BY5796,685125000000.0,2025-10-16,OUT_BOUND,No,No,Dissatisfied,Not Discussed,No,No,Yes,1
LY5989,684558000000.0,2025-10-09,IN_BOUND,Yes,No,Dissatisfied,60,Yes,No,Yes,1
UZ4003,688889000000.0,2025-12-01,OUT_BOUND,No,No,Satisfied,80,No,No,Yes,1
KB6767,595604000000.0,2025-02-07,IN_BOUND,No,Yes,Dissatisfied,60,No,No,Yes,1
LP2223,591917000000.0,2024-12-09,IN_BOUND,No,No,Satisfied,100,No,No,Yes,1
AQ8203,687158000000.0,2025-11-10,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
FE7216,684084000000.0,2025-10-02,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
RF5864,684211000000.0,2025-10-06,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
KR6620,591917000000.0,2024-12-09,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
MP8814,623633000000.0,2025-04-08,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
JJ9818,625852000000.0,2025-05-13,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
BU7197,685446000000.0,2025-10-20,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
NZ7447,591087000000.0,2024-11-25,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
VP9871,564895000000.0,2024-10-21,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
RT5168,651252000000.0,2025-06-04,IN_BOUND,No,Yes,Dissatisfied,20,No,No,Yes,1
WE9078,564896000000.0,2024-10-21,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
DI4778,624838000000.0,2025-04-28,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
PS8497,684787000000.0,2025-10-10,IN_BOUND,No,No,Dissatisfied,60,No,No,Yes,1
DX2156,625079000000.0,2025-05-01,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
ZK7521,678203000000.0,2025-07-14,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
DE3916,682340000000.0,2025-09-08,IN_BOUND,No,Yes,Dissatisfied,20,Yes,No,Yes,1
AE7800,592748000000.0,2024-12-20,IN_BOUND,No,Yes,Dissatisfied,50,No,No,Yes,1
HK3578,689200000000.0,2025-12-05,IN_BOUND,No,No,Dissatisfied,80,No,No,Yes,1
HV3996,592601000000.0,2024-12-19,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
WB3309,594425000000.0,2025-01-20,IN_BOUND,No,Yes,Dissatisfied,20,Yes,No,Yes,1
QB7702,596925000000.0,2025-02-26,IN_BOUND,No,No,Neutral,Not Discussed,No,No,Yes,1
NB9103,625974000000.0,2025-05-14,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
DD5450,685631000000.0,2025-10-21,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
OR6867,690297000000.0,2025-12-17,IN_BOUND,No,Yes,Dissatisfied,60,No,No,Yes,1
CX1283,624068000000.0,2025-04-16,IN_BOUND,No,Yes,Dissatisfied,20,No,No,Yes,1
TB7486,685774000000.0,2025-10-23,IN_BOUND,No,Yes,Dissatisfied,20,No,No,Yes,1
VY0691,594581000000.0,2025-01-22,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
AT0390,651742000000.0,2025-06-09,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
MT2787,565090000000.0,2024-10-22,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
EM8692,625851000000.0,2025-05-12,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
QE2090,592448000000.0,2024-12-16,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
VN7123,622282000000.0,2025-03-19,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
YS5344,193615000000.0,2025-09-24,OUT_BOUND,No,Yes,Neutral,60,No,No,Yes,1
IP6296,677090000000.0,2025-06-30,IN_BOUND,No,No,Dissatisfied,20,Yes,No,Yes,1
UO2563,594136000000.0,2025-01-14,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
ED9908,565433000000.0,2024-10-28,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
GF7180,597369000000.0,2025-03-06,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
HY5073,684084000000.0,2025-10-02,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
DR8097,686663000000.0,2025-11-03,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
VT8932,590559000000.0,2024-11-15,IN_BOUND,No,No,Neutral,70,Yes,No,Yes,1
NU8844,565228000000.0,2024-10-24,OUT_BOUND,No,No,Dissatisfied,20,No,No,Yes,1
XB4594,624188000000.0,2025-04-17,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
FJ2034,689923000000.0,2025-12-12,OUT_BOUND,No,No,Neutral,70,No,No,Yes,1
SG3537,691479000000.0,2026-01-05,IN_BOUND,No,No,Dissatisfied,60,No,No,Yes,1
NP5532,685632000000.0,2025-10-22,IN_BOUND,No,Yes,Dissatisfied,20,No,No,Yes,1
JA9237,685773000000.0,2025-10-23,IN_BOUND,No,No,Dissatisfied,80,No,No,Yes,1
DI9212,691673000000.0,2026-01-06,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
NW6236,589929000000.0,2024-11-06,IN_BOUND,Yes,No,Neutral,70,Yes,No,Yes,1
FE2091,677236000000.0,2025-07-02,OUT_BOUND,No,No,Neutral,55,No,No,Yes,1
UQ7372,596362000000.0,2025-02-18,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,Yes,1
UQ7372,651406000000.0,2025-06-04,OUT_BOUND,No,No,Satisfied,80,No,No,Yes,1
MU5535,690131000000.0,2025-12-16,IN_BOUND,No,Unknown,Satisfied,90,No,No,Yes,1
DN6510,597081000000.0,2025-02-28,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
CH5659,677795000000.0,2025-07-08,IN_BOUND,Yes,No,Neutral,80,Yes,No,Yes,1
CS5690,651407000000.0,2025-06-06,IN_BOUND,No,No,Satisfied,20,No,No,Yes,1
RY5041,687159000000.0,2025-11-10,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
TW2729,689353000000.0,2025-12-05,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
HX1214,593975000000.0,2025-01-13,OUT_BOUND,No,No,Neutral,80,No,No,Yes,1
OW8799,687861000000.0,2025-11-17,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
UU2024,593549000000.0,2025-01-06,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
PO4013,679806000000.0,2025-08-05,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
XT4844,594990000000.0,2025-01-28,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
YB9640,622725000000.0,2025-03-27,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
BZ0371,621824000000.0,2025-03-12,OUT_BOUND,No,No,Neutral,30,No,No,Yes,1
NX6893,682012000000.0,2025-09-04,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
VH5418,591235000000.0,2024-11-27,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
ZC1182,677090000000.0,2025-06-30,OUT_BOUND,No,No,Satisfied,90,No,No,Yes,1
ZV4373,626393000000.0,2025-05-21,IN_BOUND,No,Yes,Satisfied,90,No,No,Yes,1
LQ8441,685773000000.0,2025-10-22,IN_BOUND,Yes,No,Satisfied,80,Yes,No,Yes,1
BK4986,687159000000.0,2025-11-10,OUT_BOUND,No,No,Satisfied,90,No,No,Yes,1
