Co_Ref,crm_customer_payment_intention,crm_contractor_suggested_leave,crm_customer_complained,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_agent_chase_count,crm_financial_hardship_mentioned,crm_delays_in_accreditation,crm_membership_overdue
NY7458,Not Discussed,Not Discussed,No,Yes,Yes,0,No,Not Discussed,No
DJ3757,Not Discussed,Not Discussed,No,Yes,Yes,0,No,Not Discussed,No
XA3223,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,No
WH3635,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,No
GK2035,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,No
OR6867,Not Discussed,Not Discussed,No,Yes,Yes,1,No,Not Discussed,No
SH4181,Not Discussed,Not Discussed,No,Yes,Yes,1,No,Not Discussed,No
FE2867,Not Discussed,Not Discussed,No,Yes,Yes,3,No,Not Discussed,No
IQ7300,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,No
FN6974,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,No
GV2406,Not Discussed,Not Discussed,No,Yes,Yes,1,No,Not Discussed,No
LU5551,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,No
YC4306,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,No
MG0382,Not Discussed,Not Discussed,No,Yes,Yes,0,No,Not Discussed,No
IX5538,Not Discussed,Not Discussed,No,Yes,Yes,0,No,Not Discussed,No
GA9023,Not Discussed,Not Discussed,No,Yes,Yes,1,No,Not Discussed,No
ZF7910,Not Discussed,Not Discussed,No,Yes,Yes,0,No,Not Discussed,No
BE1113,Not Discussed,Not Discussed,No,Yes,Yes,1,No,Not Discussed,No
CP3001,Not Discussed,Not Discussed,No,Yes,Yes,0,No,Not Discussed,No
FA3851,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,No
WS9645,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,No
CC3353,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,No
US6086,Not Discussed,Not Discussed,No,Yes,Yes,0,No,Not Discussed,Yes
LX4371,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,Yes
XS3326,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,Yes
AT9898,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,Yes
PM7491,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,Yes
UK0307,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,Yes
CV1864,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,Yes
GE8582,Not Discussed,Not Discussed,No,Yes,Yes,0,No,Not Discussed,Yes
XU3970,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,Yes
EW8562,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,Yes
TY4955,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,Yes
YG5626,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,Yes
EA4961,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,Yes
LV3179,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,Yes
WQ1180,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,Yes
NQ6273,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,Yes
TI4364,Not Discussed,Not Discussed,No,Yes,Yes,2,No,Not Discussed,Yes
SR0379,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
PF7574,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
PO5583,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
RH0023,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
WC4947,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
VY2118,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
PH7172,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
UW1697,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
DV0761,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
JI7844,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
WE9215,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
OI8267,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
QK1792,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
KJ9098,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
MN1099,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
YW6554,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
PM6931,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
AU5650,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
GF1789,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
WU4305,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
CB3660,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
UI8364,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
ZG6281,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
JK4120,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
KK0148,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
LS6726,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
XC5195,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
EJ2077,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
WF5715,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
YT1481,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
OF8861,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
RQ6860,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
KB2615,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
QL6533,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
AS9879,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
IN4547,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
OF1246,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
WC6932,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
KK6996,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
TR9341,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
IN5100,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
LT6153,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
EX1644,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
NC3894,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
SV9482,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
EA0579,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
RC2339,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
UV1890,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
BL6877,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
HJ1406,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
TT1304,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
BV2520,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
NS6661,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
YC4306,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
MS3901,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
MO7213,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
RE5286,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
TV3633,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
BX7093,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
NS0728,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
PH7783,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
VK8502,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
ED0207,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
OC8365,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
AT9898,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
BR3113,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
GY1688,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
LZ4812,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
XO6283,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
KY9601,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
QM4915,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
RE4166,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
TU2875,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
ZA9030,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
AV9662,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
EE2174,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
IX6271,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
QH4547,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
MM8686,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
NK4646,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
FM6429,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
LY7558,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
OQ2918,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
AM4650,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
CN5311,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
HF6678,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
US1306,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
AZ2668,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
CE3938,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
KO1726,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
US8138,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
EH7785,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
OK6321,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
DK5053,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
WK3139,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
WY9122,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
AA7637,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
CN9301,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
DV7852,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
SW6408,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
AT7901,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
FO8071,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
MN5310,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
QD7590,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
TA6698,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
TP8041,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
TW3664,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,No,Not Discussed
PT6568,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
WH6451,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
CO9306,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
TN7999,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
NL7680,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
ZU2507,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
TW7884,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
NQ7711,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
LV4654,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
PE3712,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
JF0211,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
HV4843,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
UN0893,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
OP9041,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
SY4978,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
YU8937,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
DM5839,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
GP0370,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
FV0701,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
TB8335,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
QR3146,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
AV1895,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
YU9216,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
NK2616,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
VO3193,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
YG5626,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
ZU4757,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
MJ6486,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
TG1411,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
VP0583,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
KM2177,No,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
CX4762,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
SB0077,Yes,Yes,Not Discussed,Not Discussed,Not Discussed,0,Not Discussed,Yes,Not Discussed
MQ8669,No,Yes,Yes,Yes,Yes,0,No,Yes,No
ES2268,No,Yes,Yes,Yes,Yes,0,No,Yes,No
MZ8089,No,Yes,Yes,Yes,Yes,2,No,Yes,No
JA1357,No,Yes,Yes,Yes,Yes,0,No,Yes,No
NT8251,No,Yes,Yes,Yes,Yes,2,No,Yes,No
XQ8869,No,Yes,Yes,Yes,Yes,0,No,Yes,No
ZL1988,No,Yes,Yes,Yes,Yes,0,Yes,Yes,No
UX2814,No,Yes,Yes,Yes,Yes,2,No,Yes,No
IC7953,No,Yes,Yes,Yes,Yes,2,Yes,Yes,Yes
JG7024,No,Yes,Yes,Yes,Yes,1,No,Yes,Yes
FO3206,No,Yes,Yes,Yes,Yes,1,No,Yes,Yes
FE7234,No,Yes,Yes,Yes,Yes,0,No,Yes,Yes
UQ6376,No,Yes,Yes,Yes,Yes,2,Yes,Yes,No
KB7213,No,Yes,Yes,Yes,Yes,1,No,Yes,No
TI8474,No,Yes,Yes,Yes,Yes,0,No,Yes,No
RX6832,No,Yes,Yes,Yes,Yes,0,No,Yes,No
II2983,Yes,Yes,Yes,Yes,Yes,2,No,Yes,No
AL4189,Yes,Yes,Yes,Yes,Yes,2,No,Yes,No
GR4552,No,Yes,Yes,Yes,Yes,1,No,Yes,No
OH2436,No,Yes,Yes,Yes,Yes,0,No,Yes,No
PU5501,No,Yes,Yes,Yes,Yes,2,No,Yes,No
DO5719,No,Yes,Yes,Yes,Yes,1,No,Yes,No
QO3202,No,Yes,Yes,Yes,Yes,0,Yes,Yes,No
UN3789,No,Yes,Yes,Yes,Yes,3,Yes,Yes,No
PA8827,No,Yes,Yes,Yes,Yes,2,No,Yes,No
RW4223,No,Yes,Yes,Yes,Yes,0,Yes,Yes,No
YO4788,No,Yes,Yes,Yes,Yes,1,No,Yes,No
AQ2650,Yes,Yes,Yes,Yes,Yes,1,No,Yes,No
WC0872,Yes,Yes,Yes,Yes,Yes,2,No,Yes,No
SA7983,No,Yes,Yes,Yes,Yes,1,No,Yes,No
IY3292,No,Yes,Yes,Yes,Yes,0,No,Yes,No
HD4513,No,Yes,Yes,Yes,Yes,0,No,Yes,No
WN8306,No,Yes,Yes,Yes,Yes,2,No,Yes,No
HF9567,No,Yes,Yes,Yes,Yes,2,No,Yes,Yes
YU0869,No,Yes,Yes,Yes,Yes,1,No,Yes,No
YN6111,No,Yes,Yes,Yes,Yes,0,No,Yes,No
JB9328,No,Yes,Yes,Yes,Yes,1,No,Yes,Yes
BO8797,No,Yes,Yes,Yes,Yes,2,No,Yes,No
TG6804,Yes,Yes,Yes,Yes,Yes,1,No,Yes,No
KD7122,No,Yes,Yes,Yes,Yes,2,No,Yes,No
OM7379,No,Yes,Yes,Yes,Yes,1,No,Yes,No
BU8870,No,Yes,Yes,Yes,Yes,0,No,Yes,Yes
RK0165,No,Yes,Yes,Yes,Yes,3,No,Yes,No
EE5153,No,Yes,Yes,Yes,Yes,1,No,Yes,Yes
AO0653,No,Yes,Yes,Yes,Yes,1,No,Yes,No
CC9973,No,Yes,Yes,Yes,Yes,2,Yes,Yes,No
TM1366,Yes,Yes,Yes,Yes,Yes,0,No,Yes,No
DR5982,No,Yes,Yes,Yes,Yes,0,No,Yes,No
UP1562,No,Yes,Yes,Yes,Yes,1,No,Yes,No
YK3856,No,Yes,Yes,Yes,Yes,2,No,Yes,No
HV3826,No,Yes,Yes,Yes,Yes,1,No,Yes,No
HU7781,No,Yes,Yes,Yes,Yes,1,Yes,Yes,Yes
QV9381,No,Yes,Yes,Yes,Yes,0,Yes,Yes,No
QX6601,Yes,Yes,Yes,Yes,Yes,1,No,Yes,Yes
EC6016,Yes,Yes,Yes,Yes,Yes,2,No,Yes,No
DP9409,No,Yes,Yes,Yes,Yes,1,No,Yes,Yes
BS5945,No,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes
CP1241,No,Yes,Yes,Yes,Yes,3,No,Yes,No
LB2013,No,Yes,Yes,Yes,Yes,4,No,Yes,No
CT4484,No,Yes,Yes,Yes,Yes,3,No,Yes,No
EA3046,No,Yes,Yes,Yes,Yes,1,Yes,Yes,No
CE1621,No,Yes,Yes,Yes,Yes,2,Yes,Yes,No
JG5425,Yes,Yes,Yes,Yes,Yes,0,No,Yes,No
AO2790,No,Yes,Yes,Yes,Yes,0,No,Yes,No
HX0900,No,Yes,Yes,Yes,Yes,0,No,Yes,No
OY3832,No,Yes,Yes,Yes,Yes,4,No,Yes,No
JM7188,No,Yes,Yes,Yes,Yes,0,No,Yes,No
MB8152,No,Yes,Yes,Yes,Yes,0,No,Yes,No
JC8110,No,Yes,Yes,Yes,Yes,0,No,Yes,No
PH0786,No,Yes,Yes,Yes,Yes,0,No,Yes,No
OX5653,No,Yes,Yes,Yes,Yes,1,No,Yes,No
BU2786,Yes,Yes,Yes,Yes,Yes,0,No,Yes,No
DJ1022,Yes,Yes,Yes,Yes,Yes,1,No,No,No
FK4108,No,Yes,Yes,Yes,Yes,1,No,No,No
YG1892,No,Yes,Yes,Yes,Yes,1,No,No,No
XR0142,No,Yes,Yes,Yes,Yes,0,No,No,No
VM9599,No,Yes,Yes,Yes,Yes,0,No,No,No
ET3041,No,Yes,Yes,Yes,Yes,0,No,No,No
AZ8674,No,Yes,Yes,Yes,Yes,2,No,No,No
DY2315,No,Yes,Yes,Yes,Yes,0,No,No,No
WX3690,Yes,Yes,Yes,Yes,Yes,1,No,No,No
YU0157,Yes,Yes,Yes,Yes,Yes,0,No,No,Yes
DC0429,Yes,Yes,Yes,Yes,Yes,1,No,No,No
FY3069,No,Yes,Yes,Yes,Yes,3,No,No,No
VA7265,Yes,Yes,Yes,Yes,Yes,1,No,No,No
SI0021,No,Yes,Yes,Yes,Yes,0,No,No,No
BA3599,No,Yes,Yes,Yes,Yes,0,No,No,No
BO1296,No,Yes,Yes,Yes,Yes,0,No,No,Yes
QL7997,No,Yes,Yes,Yes,Yes,0,No,No,No
MI1313,Yes,Yes,Yes,Yes,Yes,0,No,No,Yes
GJ9961,No,Yes,Yes,Yes,Yes,0,No,No,Yes
NG0033,No,Yes,Yes,Yes,Yes,0,No,No,No
PS9125,No,Yes,Yes,Yes,Yes,0,No,No,No
ZP3956,No,Yes,Yes,Yes,Yes,1,No,No,No
DJ2619,Yes,Yes,Yes,Yes,Yes,1,No,No,No
WV6253,No,Yes,Yes,Yes,Yes,0,No,No,No
CP7628,No,Yes,Yes,Yes,Yes,1,Yes,No,Yes
OI5886,Yes,Yes,Yes,Yes,Yes,0,No,No,No
DX7051,No,Yes,Yes,Yes,Yes,0,No,No,No
SK8448,No,Yes,Yes,Yes,Yes,0,No,No,No
GJ6359,No,Yes,Yes,Yes,Yes,0,No,No,No
BQ9684,No,Yes,Yes,Yes,Yes,2,Yes,No,No
OX5744,No,Yes,Yes,Yes,Yes,1,No,No,No
DP2836,No,Yes,Yes,Yes,Yes,0,Yes,No,No
YW4316,No,Yes,Yes,Yes,Yes,1,No,No,No
OG7335,No,Yes,Yes,Yes,Yes,1,Yes,No,Yes
WM4117,No,Yes,Yes,Yes,Yes,0,Yes,No,Yes
JM9245,No,Yes,Yes,Yes,Yes,0,No,No,No
ZJ0040,No,Yes,Yes,Yes,Yes,2,No,No,No
NR6327,No,Yes,Yes,Yes,Yes,1,No,No,No
KG8063,Yes,Yes,Yes,Yes,No,0,Yes,No,No
LE0226,No,Yes,Yes,Yes,No,0,No,Yes,No
KH5117,No,Yes,Yes,Yes,No,2,No,Yes,No
LR6822,No,Yes,Yes,No,Not Discussed,0,Yes,Yes,No
RZ9104,No,Yes,Yes,Yes,No,2,Yes,Yes,No
QV4971,No,Yes,Yes,Yes,No,0,No,Yes,No
IY4781,No,Yes,Yes,Yes,No,0,No,Yes,No
IL3742,No,Yes,Yes,Yes,No,2,No,Yes,No
YN4110,No,Yes,Yes,Yes,No,0,No,Yes,No
LA5141,No,Yes,Yes,Yes,No,0,No,Yes,No
AB8043,No,Yes,Yes,Yes,No,0,No,Yes,No
MH5616,No,Yes,Yes,Yes,No,1,Yes,Yes,No
CY5977,No,Yes,Yes,Yes,No,0,Yes,Yes,No
ZJ0134,No,Yes,Yes,Yes,No,1,Yes,Yes,No
BO8173,No,Yes,Yes,Yes,No,1,No,Yes,No
KS3022,No,Yes,Yes,Yes,No,0,Yes,Yes,No
QU6467,No,Yes,Yes,Yes,No,1,Yes,Yes,Yes
CP3116,No,Yes,Yes,Yes,No,0,Yes,Yes,No
GA5778,No,Yes,Yes,Yes,No,1,Yes,Yes,No
CZ4006,No,Yes,Yes,Yes,No,0,Yes,Yes,No
JR8053,No,Yes,Yes,Yes,No,0,No,Yes,No
VV8183,No,Yes,Yes,Yes,No,1,Yes,Yes,No
HG7388,No,Yes,Yes,Yes,No,0,No,Yes,No
WM2213,No,Yes,Yes,Yes,No,0,No,Yes,No
VW5535,No,Yes,Yes,Yes,No,1,Yes,Yes,No
NX1927,No,Yes,Yes,Yes,No,0,No,Yes,No
GN4636,No,Yes,Yes,Yes,No,0,No,Yes,Yes
HA8773,No,Yes,Yes,Yes,No,1,No,Yes,No
PG3971,Yes,Yes,Yes,Yes,No,1,No,Yes,No
PU9587,Yes,Yes,Yes,Yes,No,1,Yes,Yes,No
YF2653,No,Yes,Yes,Yes,No,1,Yes,Yes,No
DP1810,No,Yes,Yes,Yes,No,2,No,Yes,No
VT8932,No,Yes,Yes,Yes,No,2,Yes,Yes,No
ZO9231,No,Yes,Yes,Yes,No,1,No,Yes,No
KV5227,No,Yes,Yes,Yes,No,0,Yes,Yes,No
UT8641,No,Yes,Yes,Yes,No,1,No,Yes,No
WM7140,No,Yes,Yes,Yes,Not Discussed,2,Yes,No,Not Discussed
VY3621,No,Yes,Yes,Yes,No,0,No,No,No
QW5490,No,Yes,Yes,Yes,No,0,Yes,No,Yes
YR5477,Yes,Yes,Yes,Yes,No,0,No,No,No
ID6256,No,Yes,Yes,Yes,No,0,No,No,No
GM4400,No,Yes,Yes,Yes,No,2,No,No,No
RF1104,No,Yes,Yes,Yes,No,0,Yes,No,No
